CustomerKey,CustomerAlternateKey,Title,FirstName,MiddleName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,Education,Occupation,AddressLine1,AddressLine2,Phone,DateFirstPurchase
19695,AW00019060,NULL,Stephanie,S,Stone,1958-11-15,M,F,stephanie3@adventure-works.com,Bachelors,Management,780 F Mt Hood Circle,NULL,1 (11) 500 555-0180,2013-03-13
19694,AW00019059,NULL,George,A,Rodriguez,1958-08-25,M,M,george26@adventure-works.com,Partial College,Professional,526 Oak Street,NULL,1 (11) 500 555-0123,2014-01-14
19693,AW00019058,NULL,Shawn,L,Goel,1958-12-03,M,M,shawn21@adventure-works.com,Partial College,Professional,1025 Holly Oak Drive,NULL,1 (11) 500 555-0113,2012-12-27
19692,AW00019057,NULL,Joanna,A,Ramos,1964-09-12,M,F,joanna16@adventure-works.com,Bachelors,Management,Celler Weg 4141,NULL,1 (11) 500 555-0148,2012-08-31
19691,AW00019056,NULL,Carla,C,Van,1959-01-01,M,F,carla7@adventure-works.com,Bachelors,Management,"1102, rue Maillard",NULL,1 (11) 500 555-0151,2013-02-18
19690,AW00019055,NULL,Garrett,NULL,Bailey,1959-10-13,M,M,garrett20@adventure-works.com,High School,Professional,2702 Alan Dr.,NULL,1 (11) 500 555-0182,2013-12-10
19689,AW00019054,NULL,Arthur,M,Alonso,1959-12-19,S,M,arthur32@adventure-works.com,High School,Professional,8564 Redhead Way,NULL,1 (11) 500 555-0173,2013-12-09
19688,AW00019053,NULL,Gerald,L,Jordan,1960-02-18,S,M,gerald30@adventure-works.com,Partial College,Professional,Lindenalle 4200,NULL,1 (11) 500 555-0163,2013-12-13
19687,AW00019052,NULL,Kristi,NULL,Kapoor,1959-12-13,M,F,kristi17@adventure-works.com,High School,Professional,"955, rue Basse-du-Rocher",NULL,1 (11) 500 555-0156,2012-01-13
19686,AW00019051,NULL,Taylor,M,Henderson,1959-11-17,S,F,taylor30@adventure-works.com,High School,Professional,"253, rue Lamarck",NULL,1 (11) 500 555-0179,2011-12-16
19685,AW00019050,NULL,Joel,NULL,Chapman,1964-10-21,M,M,joel1@adventure-works.com,Partial College,Professional,9059 Northgate Road,NULL,1 (11) 500 555-0168,2013-10-05
19684,AW00019049,NULL,Craig,NULL,Gutierrez,1952-04-11,M,M,craig12@adventure-works.com,Bachelors,Management,8486 Kipling Court,NULL,1 (11) 500 555-0196,2012-12-24
19683,AW00019048,NULL,Bryant,S,Raman,1952-04-15,M,M,bryant11@adventure-works.com,Partial College,Professional,5979 Lynwood Drive,NULL,1 (11) 500 555-0114,2012-12-09
19682,AW00019047,NULL,Sydney,A,Walker,1951-09-07,M,F,sydney85@adventure-works.com,Partial College,Professional,4691 West Street,NULL,1 (11) 500 555-0193,2013-04-05
19681,AW00019046,NULL,Shawna,F,Raje,1951-08-11,M,F,shawna15@adventure-works.com,Bachelors,Management,Pascalstr 2,NULL,1 (11) 500 555-0113,2012-09-16
19680,AW00019045,NULL,Ross,D,Rodriguez,1952-01-31,S,M,ross18@adventure-works.com,Partial College,Professional,"2, avenue des Ternes",NULL,1 (11) 500 555-0146,2013-05-27
19679,AW00019044,NULL,Cesar,L,Rana,1950-09-29,M,M,cesar10@adventure-works.com,Bachelors,Management,2669 Clark Creek Rd.,NULL,1 (11) 500 555-0114,2013-11-10
19678,AW00019043,NULL,Jessica,G,Jones,1950-12-08,M,F,jessica50@adventure-works.com,Graduate Degree,Management,Wolfgangstraße 62,NULL,1 (11) 500 555-0131,2014-01-20
19677,AW00019042,NULL,Ronnie,W,Cai,1956-05-08,M,M,ronnie18@adventure-works.com,Partial College,Professional,Celler Weg 30,NULL,1 (11) 500 555-0121,2013-08-22
19676,AW00019041,NULL,Autumn,A,Zheng,1950-11-30,S,F,autumn19@adventure-works.com,High School,Professional,"83, avenue des Champs-Elysées",NULL,1 (11) 500 555-0165,2011-12-19
19675,AW00019040,NULL,Eugene,J,Sun,1950-03-04,M,M,eugene17@adventure-works.com,Bachelors,Management,Postfach 66 07 00,NULL,1 (11) 500 555-0165,2012-08-02
19674,AW00019039,NULL,Melvin,A,Pal,1949-08-11,M,M,melvin10@adventure-works.com,Bachelors,Management,"820, avenue de Malakoff",NULL,1 (11) 500 555-0183,2013-07-16
19673,AW00019038,NULL,Joe,NULL,Patel,1960-02-13,S,M,joe7@adventure-works.com,Partial College,Professional,Reiherweg 5074,NULL,1 (11) 500 555-0177,2012-08-12
19672,AW00019037,NULL,Marshall,E,Chen,1961-02-10,M,M,marshall1@adventure-works.com,High School,Professional,5569 Rubiem Ct.,NULL,1 (11) 500 555-0177,2012-12-15
19671,AW00019036,NULL,Allen,D,Rana,1960-10-23,M,M,allen9@adventure-works.com,Partial College,Professional,9900 Clearbrook Drive,NULL,1 (11) 500 555-0132,2012-12-24
19670,AW00019035,NULL,Stanley,C,Schmidt,1962-03-24,M,M,stanley11@adventure-works.com,High School,Professional,Postfach 2 66 66,NULL,1 (11) 500 555-0121,2012-07-28
19669,AW00019034,NULL,Tabitha,J,Diaz,1962-04-23,S,F,tabitha22@adventure-works.com,High School,Professional,Königsteiner Straße 5,NULL,1 (11) 500 555-0146,2012-07-12
19668,AW00019033,NULL,Omar,NULL,Lin,1962-03-01,S,M,omar7@adventure-works.com,Partial College,Professional,"57, rue de la Comédie",NULL,1 (11) 500 555-0164,2011-12-10
19667,AW00019032,NULL,Katrina,NULL,Andersen,1962-10-13,S,F,katrina11@adventure-works.com,High School,Professional,9838 Stallion Way,NULL,1 (11) 500 555-0189,2012-12-05
19666,AW00019031,NULL,Regina,S,Perez,1963-01-10,M,F,regina20@adventure-works.com,High School,Professional,6469 Climbing Dr.,NULL,1 (11) 500 555-0129,2012-12-18
19665,AW00019030,NULL,Marco,C,Arun,1973-08-14,M,M,marco7@adventure-works.com,Partial College,Professional,Kulmer Straße 6,NULL,1 (11) 500 555-0123,2012-07-21
19664,AW00019029,NULL,Alicia,S,Andersen,1963-02-10,M,F,alicia11@adventure-works.com,High School,Professional,Rehstr 7777,NULL,1 (11) 500 555-0122,2012-06-12
19663,AW00019028,NULL,Cedric,NULL,Wang,1968-05-22,M,M,cedric1@adventure-works.com,Partial College,Professional,"74, rue Descartes",NULL,1 (11) 500 555-0182,2011-12-17
19662,AW00019027,NULL,Mayra,M,Madan,1963-02-18,S,F,mayra7@adventure-works.com,Partial College,Professional,"9bis, rue des Peupliers",NULL,1 (11) 500 555-0120,2011-12-28
19661,AW00019026,NULL,Logan,J,Hayes,1958-05-06,S,M,logan23@adventure-works.com,High School,Professional,5464 Olive Ave,NULL,758-555-0153,2013-03-04
19660,AW00019025,NULL,Aaron,NULL,Roberts,1958-05-05,S,M,aaron37@adventure-works.com,Partial College,Professional,2625 Fremont St.,NULL,114-555-0110,2013-03-14
19659,AW00019024,NULL,Dalton,NULL,Russell,1958-02-03,S,M,dalton66@adventure-works.com,Partial High School,Skilled Manual,9661 Walnut Blvd.,NULL,114-555-0156,2013-03-25
19658,AW00019023,NULL,Arianna,NULL,Powell,1958-03-22,M,F,arianna8@adventure-works.com,Partial High School,Skilled Manual,4682 Sunset Meadows Ln,NULL,445-555-0120,2013-03-08
19657,AW00019022,NULL,Samantha,L,Wood,1969-04-11,M,F,samantha27@adventure-works.com,Partial High School,Skilled Manual,152 Mill Road,NULL,665-555-0155,2013-10-01
19656,AW00019021,NULL,Melissa,R,Russell,1963-11-18,S,F,melissa15@adventure-works.com,Partial High School,Skilled Manual,4051 Daylight Place,NULL,159-555-0182,2013-03-18
19655,AW00019020,NULL,Jack,L,Flores,1963-03-12,S,M,jack12@adventure-works.com,Partial High School,Skilled Manual,279 Inverness Drive,Unit C3,737-555-0162,2013-08-28
19654,AW00019019,NULL,Jackson,NULL,Gonzales,1962-09-05,M,M,jackson19@adventure-works.com,Partial College,Professional,4446 Walnut Lane,NULL,893-555-0174,2013-04-19
19653,AW00019018,NULL,Nicole,NULL,Gray,1962-11-07,M,F,nicole41@adventure-works.com,Partial College,Professional,1314 Westover Dr.,NULL,667-555-0155,2013-07-04
19652,AW00019017,NULL,Zoe,L,Brooks,1957-03-10,M,F,zoe1@adventure-works.com,Partial College,Professional,1567 W Lake Drive,NULL,678-555-0110,2013-11-05
19651,AW00019016,NULL,Sierra,NULL,Wright,1957-04-25,M,F,sierra17@adventure-works.com,Partial College,Professional,1005 Fremont Street,NULL,485-555-0178,2013-12-14
19650,AW00019015,NULL,Thomas,J,Griffin,1962-02-07,M,M,thomas23@adventure-works.com,High School,Professional,1889 String Drive,NULL,813-555-0168,2013-03-18
19649,AW00019014,NULL,Jonathan,J,Hernandez,1957-01-02,M,M,jonathan48@adventure-works.com,High School,Professional,2966 St. George Dr.,NULL,215-555-0172,2013-05-17
19648,AW00019013,NULL,Amanda,G,Phillips,1956-05-07,S,F,amanda49@adventure-works.com,Bachelors,Management,9873 Willow Avenue,NULL,242-555-0111,2013-03-25
19647,AW00019012,NULL,Oscar,C,Bryant,1955-10-11,M,M,oscar4@adventure-works.com,Bachelors,Management,3802 Glenmount Dr.,NULL,930-555-0134,2013-08-11
19646,AW00019011,NULL,Maria,M,Cook,1956-02-06,M,F,maria5@adventure-works.com,Partial College,Professional,5818 San Rafael,NULL,484-555-0164,2013-07-13
19645,AW00019010,NULL,Naomi,NULL,Ortega,1955-12-06,M,F,naomi21@adventure-works.com,Partial College,Professional,8868 Sudan Loop,NULL,237-555-0193,2013-02-16
19644,AW00019009,NULL,Arianna,A,Watson,1961-10-20,M,F,arianna21@adventure-works.com,Partial College,Professional,678 Acardia Pl,NULL,180-555-0112,2014-01-12
19643,AW00019008,NULL,Hailey,F,Murphy,1955-11-08,S,F,hailey6@adventure-works.com,High School,Professional,4837 Melrose Place,# 1,610-555-0178,2013-12-04
19642,AW00019007,NULL,Mackenzie,NULL,Sanchez,1961-09-08,M,F,mackenzie26@adventure-works.com,Partial College,Professional,3142 Meadow Glen Way,NULL,256-555-0121,2013-09-04
19641,AW00019006,NULL,Leslie,NULL,Martin,1955-10-18,M,F,leslie0@adventure-works.com,Partial College,Professional,805 Stonyhill Circle,NULL,622-555-0196,2013-12-19
19640,AW00019005,NULL,Lauren,NULL,Peterson,1954-09-24,S,F,lauren15@adventure-works.com,Partial College,Professional,9535 Pear Dr.,NULL,804-555-0144,2013-02-22
19639,AW00019004,NULL,Ian,D,Rogers,1959-08-31,M,M,ian86@adventure-works.com,Bachelors,Management,3576 Silver Cypress Ct.,NULL,104-555-0193,2013-12-27
19638,AW00019003,NULL,Jared,L,Stewart,1965-06-04,M,M,jared24@adventure-works.com,Bachelors,Management,8006 Mark Twain Dr.,NULL,905-555-0188,2013-12-22
19637,AW00019002,NULL,Alexis,R,Thompson,1954-04-07,M,F,alexis13@adventure-works.com,Partial College,Professional,5665 Myrtle Drive,NULL,194-555-0153,2013-12-10
19636,AW00019001,NULL,Fernando,NULL,Brown,1953-08-23,M,M,fernando4@adventure-works.com,High School,Professional,1873 Mt. Whitney Dr,NULL,963-555-0129,2013-03-14
19635,AW00019000,NULL,Makayla,NULL,Blue,1959-11-09,M,F,makayla12@adventure-works.com,High School,Professional,3005 Potomac Drive,NULL,674-555-0196,2013-11-06
19634,AW00018999,NULL,Mackenzie,NULL,Watson,1952-10-21,M,F,mackenzie7@adventure-works.com,Bachelors,Management,4234 Second Avenue,NULL,130-555-0197,2013-12-12
19633,AW00018998,NULL,Aidan,NULL,Bennett,1953-05-06,M,M,aidan1@adventure-works.com,Bachelors,Management,9685 La Vista Ave.,NULL,493-555-0174,2013-12-06
19632,AW00018997,NULL,Eric,NULL,King,1952-09-05,M,M,eric59@adventure-works.com,Partial College,Professional,6556 Gilly Lane,NULL,922-555-0113,2013-08-31
19631,AW00018996,NULL,Katherine,NULL,Turner,1953-05-12,M,F,katherine53@adventure-works.com,Partial College,Professional,5277 Steven Way,NULL,915-555-0169,2013-12-27
19630,AW00018995,NULL,Melissa,A,Gray,1952-10-29,S,F,melissa28@adventure-works.com,Partial College,Professional,4956 Norcross Lane,NULL,734-555-0132,2013-10-24
19629,AW00018994,NULL,Jackson,J,Allen,1958-11-17,M,M,jackson46@adventure-works.com,Partial College,Professional,9890 Bloching Circle,NULL,461-555-0171,2013-11-06
19628,AW00018993,NULL,Kevin,L,Ross,1952-05-13,M,M,kevin8@adventure-works.com,Bachelors,Management,7153 Bellord Ct,# 18,824-555-0115,2013-12-08
19627,AW00018992,NULL,David,W,Perry,1952-04-17,M,M,david40@adventure-works.com,Bachelors,Management,3316 Ringing Dr,NULL,663-555-0184,2013-06-13
19626,AW00018991,NULL,Evan,H,Cook,1951-10-30,M,M,evan22@adventure-works.com,Bachelors,Management,3315 Providence Dr.,NULL,600-555-0142,2013-12-01
19625,AW00018990,NULL,Amanda,A,Henderson,1951-08-22,M,F,amanda26@adventure-works.com,Bachelors,Management,8719 Wilbur Drive,NULL,442-555-0182,2013-02-13
19624,AW00018989,NULL,Cindy,NULL,Suri,1956-10-16,M,F,cindy1@adventure-works.com,Bachelors,Management,3761 Canning Road,NULL,330-555-0173,2013-08-30
19623,AW00018988,NULL,Courtney,A,Baker,1950-07-05,S,F,courtney13@adventure-works.com,Bachelors,Management,8727 Buena Vista Ave.,NULL,133-555-0128,2013-11-01
19622,AW00018987,NULL,Hunter,NULL,Adams,1950-08-13,M,M,hunter40@adventure-works.com,Bachelors,Management,6641 Morgan Territory Rd.,NULL,135-555-0180,2013-01-30
19621,AW00018986,NULL,Robert,R,Roberts,1951-01-09,S,M,robert47@adventure-works.com,Bachelors,Management,9165 San Vincente Dr.,NULL,646-555-0161,2013-02-10
19620,AW00018985,NULL,Paige,A,Bailey,1950-07-21,M,F,paige40@adventure-works.com,Bachelors,Management,9534 Country View Lane,NULL,572-555-0175,2013-11-22
19619,AW00018984,NULL,Shelby,J,Rivera,1962-02-08,S,F,shelby17@adventure-works.com,Bachelors,Management,2530 Seeno St,NULL,844-555-0115,2013-03-23
19618,AW00018983,NULL,Destiny,NULL,Price,1956-10-16,M,F,destiny48@adventure-works.com,High School,Professional,3761 Cancroft Road,NULL,625-555-0171,2013-06-17
19617,AW00018982,NULL,Kyle,NULL,Baker,1950-10-05,S,M,kyle46@adventure-works.com,High School,Professional,2118 Little Dr.,NULL,685-555-0144,2013-12-02
19616,AW00018981,NULL,Savannah,S,Watson,1949-10-25,M,F,savannah7@adventure-works.com,Bachelors,Management,1711 La Mar Ct,NULL,713-555-0111,2013-08-06
19615,AW00018980,NULL,Sophia,NULL,Hernandez,1950-04-16,M,F,sophia16@adventure-works.com,High School,Professional,9067 Indigo Ct.,NULL,116-555-0153,2013-12-06
19614,AW00018979,NULL,Noah,E,Taylor,1949-09-18,M,M,noah49@adventure-works.com,High School,Professional,6647 Reva Dr,NULL,122-555-0116,2013-12-09
19613,AW00018978,NULL,Isaiah,NULL,Morgan,1955-08-04,M,M,isaiah12@adventure-works.com,High School,Professional,8034 Cancroft Road,NULL,474-555-0163,2013-05-02
19612,AW00018977,NULL,Jackson,S,Wang,1950-02-14,M,M,jackson26@adventure-works.com,High School,Professional,5901 Buckthorn Court,NULL,660-555-0162,2013-12-06
19611,AW00018976,NULL,Garrett,NULL,Howard,1949-10-19,S,M,garrett16@adventure-works.com,High School,Professional,1760 Dubne Court,NULL,135-555-0153,2013-11-30
19610,AW00018975,NULL,Samuel,K,Bryant,1955-05-13,M,M,samuel17@adventure-works.com,Partial High School,Clerical,4714 Zulu Court,NULL,385-555-0123,2013-06-06
19609,AW00018974,NULL,James,J,Rodriguez,1948-11-22,M,M,james93@adventure-works.com,Bachelors,Management,2987 Turner Dr.,NULL,782-555-0113,2013-02-25
19608,AW00018973,NULL,Kate,NULL,Yuan,1948-12-07,M,F,kate5@adventure-works.com,Bachelors,Management,8316 La Salle St.,NULL,501-555-0171,2013-02-22
19607,AW00018972,NULL,Benjamin,C,Butler,1948-08-06,M,M,benjamin15@adventure-works.com,Bachelors,Management,8153 Shoe St.,NULL,117-555-0115,2013-11-02
19606,AW00018971,NULL,Wyatt,F,Moore,1948-08-11,M,M,wyatt8@adventure-works.com,Bachelors,Management,384 Price Lane,NULL,895-555-0181,2013-11-17
19605,AW00018970,NULL,Jason,G,Roberts,1949-02-08,M,M,jason34@adventure-works.com,Graduate Degree,Management,4252 Alpine Rd.,NULL,654-555-0146,2013-11-17
19604,AW00018969,NULL,Anna,L,Cox,1948-01-09,M,F,anna15@adventure-works.com,Graduate Degree,Management,5 Edwards Ave.,NULL,491-555-0113,2014-01-13
19603,AW00018968,NULL,Isaiah,NULL,Lopez,1953-04-11,M,M,isaiah36@adventure-works.com,Graduate Degree,Management,4372 Carpetta Circle,NULL,159-555-0157,2013-10-27
19602,AW00018967,NULL,Xavier,L,Clark,1948-01-22,M,M,xavier17@adventure-works.com,Graduate Degree,Management,5180 Lacorso,NULL,465-555-0149,2013-02-09
19601,AW00018966,NULL,Carly,NULL,Rai,1948-04-16,M,F,carly15@adventure-works.com,Bachelors,Management,3978 Spring Hill Dr.,NULL,822-555-0113,2013-03-08
19600,AW00018965,NULL,Richard,A,Turner,1972-10-12,M,M,richard33@adventure-works.com,High School,Skilled Manual,3739 Donald Dr,NULL,702-555-0179,2014-01-19
19599,AW00018964,NULL,Thomas,M,Gonzalez,1966-09-06,S,M,thomas45@adventure-works.com,High School,Skilled Manual,17 Chestnut,NULL,638-555-0111,2013-04-20
19598,AW00018963,NULL,Amber,M,Collins,1967-08-02,M,F,amber2@adventure-works.com,Partial College,Skilled Manual,737 Castle Rock Road,NULL,328-555-0180,2013-02-19
19597,AW00018962,NULL,Seth,R,Parker,1968-06-23,M,M,seth44@adventure-works.com,Partial College,Skilled Manual,8552 Stillwater Court,NULL,420-555-0174,2013-02-03
19596,AW00018961,NULL,Jeremiah,D,Henderson,1968-03-04,S,M,jeremiah28@adventure-works.com,Bachelors,Professional,6075 Lake Nadine Pl.,NULL,162-555-0111,2013-11-16
19595,AW00018960,NULL,Marcus,NULL,Johnson,1968-04-03,S,M,marcus1@adventure-works.com,Bachelors,Professional,9882 Clay Rde,NULL,969-555-0195,2013-01-31
19594,AW00018959,NULL,Seth,NULL,Morris,1967-08-04,S,M,seth89@adventure-works.com,Bachelors,Professional,6816 Detroit Ave.,NULL,600-555-0112,2013-11-03
19593,AW00018958,NULL,Natalie,NULL,Sanchez,1968-01-15,S,F,natalie1@adventure-works.com,Bachelors,Professional,5336 Roberts Ct,NULL,858-555-0150,2013-01-05
19592,AW00018957,NULL,Mackenzie,NULL,Lopez,1967-10-08,S,F,mackenzie42@adventure-works.com,Bachelors,Professional,9982 San Ramon Road,NULL,856-555-0145,2013-01-24
19591,AW00018956,NULL,Sara,W,Howard,1967-10-15,S,F,sara12@adventure-works.com,Bachelors,Professional,4730 Peterson Place,NULL,141-555-0158,2013-12-21
19590,AW00018955,NULL,Justin,NULL,Jones,1967-08-19,S,M,justin34@adventure-works.com,High School,Skilled Manual,4174 Tara St.,NULL,638-555-0114,2013-11-29
19589,AW00018954,NULL,Dalton,R,Young,1970-11-23,S,M,dalton24@adventure-works.com,Bachelors,Management,1685 Greenbelt Way,NULL,981-555-0138,2013-11-21
19588,AW00018953,NULL,Mya,A,Patterson,1976-10-20,S,F,mya12@adventure-works.com,Bachelors,Management,3994 Revision Drive,NULL,125-555-0121,2013-09-15
19587,AW00018952,NULL,Chloe,NULL,Hernandez,1971-04-22,M,F,chloe16@adventure-works.com,Bachelors,Management,2335 Elkwood Drive,NULL,526-555-0167,2014-01-13
19586,AW00018951,NULL,Dalton,T,Jones,1971-06-14,S,M,dalton3@adventure-works.com,Partial College,Professional,9975 Haynes Court,NULL,249-555-0126,2013-11-27
19585,AW00018950,NULL,Lauren,NULL,Alexander,1970-10-22,S,F,lauren65@adventure-works.com,Partial College,Professional,5629 San Francisco,NULL,345-555-0173,2013-11-06
19584,AW00018949,NULL,Jackson,NULL,Hall,1937-12-30,S,M,jackson52@adventure-works.com,Graduate Degree,Management,3353 Mayhew Way,NULL,258-555-0177,2013-08-19
19583,AW00018948,NULL,Sydney,NULL,Bailey,1967-03-13,M,F,sydney9@adventure-works.com,Partial College,Professional,4352 Marclair Dr.,NULL,880-555-0151,2013-08-20
19582,AW00018947,NULL,Devin,NULL,Bryant,1961-11-04,S,M,devin55@adventure-works.com,Partial College,Professional,6239 Monti Dr.,NULL,288-555-0116,2013-07-31
19581,AW00018946,NULL,Brandon,NULL,Simmons,1967-08-05,M,M,brandon12@adventure-works.com,High School,Professional,9183 J Ave,NULL,624-555-0150,2013-08-12
19580,AW00018945,NULL,Marcus,NULL,Cox,1961-12-21,M,M,marcus86@adventure-works.com,High School,Professional,6535 Gilardy Dr.,NULL,764-555-0116,2013-12-28
19579,AW00018944,NULL,Marcus,A,Taylor,1961-11-03,S,M,marcus9@adventure-works.com,High School,Professional,8681 Harvard Court,NULL,948-555-0174,2013-07-05
19578,AW00018943,NULL,Kaitlyn,T,Hall,1963-02-01,S,F,kaitlyn21@adventure-works.com,Partial College,Professional,8113 Pepper Drive,NULL,733-555-0189,2013-08-27
19577,AW00018942,NULL,Billy,NULL,Ortega,1962-11-19,M,M,billy22@adventure-works.com,Partial College,Professional,7134 Oakwood Cir,NULL,737-555-0114,2013-07-15
19576,AW00018941,NULL,Philip,S,Torres,1962-09-05,M,M,philip12@adventure-works.com,Partial College,Professional,3704 Greendell Rd.,NULL,861-555-0133,2013-12-25
19575,AW00018940,NULL,Seth,NULL,Bell,1963-04-16,M,M,seth85@adventure-works.com,Partial High School,Skilled Manual,5445 Tice Valley Blvd.,NULL,737-555-0162,2013-11-07
19574,AW00018939,NULL,Hunter,NULL,McDonald,1962-09-24,S,M,hunter6@adventure-works.com,Partial High School,Skilled Manual,3224 Pome Court,NULL,666-555-0142,2014-01-22
19573,AW00018938,NULL,Lucas,J,Lopez,1962-11-30,M,M,lucas44@adventure-works.com,Partial High School,Skilled Manual,445 Banyan Way,NULL,369-555-0176,2013-10-18
19572,AW00018937,NULL,Ian,D,Reed,1962-08-10,S,M,ian87@adventure-works.com,Partial High School,Skilled Manual,579 Mepham Dr.,NULL,791-555-0194,2013-12-01
19571,AW00018936,NULL,Morgan,NULL,Collins,1971-07-11,S,F,morgan2@adventure-works.com,Graduate Degree,Management,9236 Hanson Lane,NULL,607-555-0114,2013-06-03
19570,AW00018935,NULL,Jasmine,S,Jenkins,1971-11-15,M,F,jasmine47@adventure-works.com,Graduate Degree,Management,1239 Linnet Court,NULL,182-555-0195,2013-02-01
19569,AW00018934,NULL,Jeremiah,U,Moore,1979-08-22,S,M,jeremiah1@adventure-works.com,Partial College,Professional,9791 Harvard Court,# 4,187-555-0192,2013-09-18
19568,AW00018933,NULL,Kelli,NULL,Huang,1985-08-30,S,F,kelli6@adventure-works.com,Partial High School,Skilled Manual,9570 Royal Links Ct,NULL,871-555-0190,2013-08-09
19567,AW00018932,NULL,Carl,NULL,Chande,1969-07-31,M,M,carl14@adventure-works.com,Bachelors,Management,9901 East Lake Court,NULL,1 (11) 500 555-0115,2013-03-24
19566,AW00018931,NULL,Rosa,NULL,She,1962-06-13,M,F,rosa23@adventure-works.com,High School,Skilled Manual,2674 Ridge Circle,NULL,1 (11) 500 555-0129,2011-07-19
19565,AW00018930,NULL,Katelyn,NULL,Richardson,1961-04-15,S,F,katelyn8@adventure-works.com,High School,Skilled Manual,5493 Gonzalez Ct,Unit C,1 (11) 500 555-0155,2011-07-24
19564,AW00018929,NULL,Donald,NULL,Garcia,1960-12-14,S,M,donald16@adventure-works.com,High School,Skilled Manual,8798 Valley Manor,NULL,1 (11) 500 555-0163,2011-07-20
19563,AW00018928,NULL,Carmen,L,Prasad,1971-08-22,M,F,carmen12@adventure-works.com,High School,Skilled Manual,6478 Pierce Ct,NULL,1 (11) 500 555-0137,2011-07-29
19562,AW00018927,NULL,Arianna,D,Cox,1981-08-05,S,F,arianna32@adventure-works.com,Partial College,Professional,71 Flora Ave,NULL,238-555-0185,2013-07-07
19561,AW00018926,NULL,Alexandre,NULL,Lobao,1981-09-25,M,M,alexandre1@adventure-works.com,Partial College,Professional,5448 Near Drive,NULL,609-555-0151,2013-02-11
19560,AW00018925,NULL,Haley,L,Griffin,1981-11-09,M,F,haley40@adventure-works.com,Partial College,Professional,6416 Co Road,NULL,164-555-0180,2013-05-17
19559,AW00018924,NULL,Rachel,C,Williams,1979-05-21,S,F,rachel4@adventure-works.com,Partial College,Professional,7936 Solano Dr.,NULL,762-555-0116,2013-06-05
19558,AW00018923,NULL,Cassandra,NULL,Kapoor,1979-04-22,M,F,cassandra1@adventure-works.com,Partial College,Professional,9903 Clearland Circle,NULL,218-555-0141,2013-03-27
19557,AW00018922,NULL,Madeline,B,Gonzalez,1979-03-05,S,F,madeline8@adventure-works.com,Partial College,Professional,3091 Hickory Drive,NULL,721-555-0130,2013-11-28
19556,AW00018921,NULL,Rachel,R,Bailey,1978-09-22,S,F,rachel36@adventure-works.com,Partial College,Skilled Manual,177 Bancroft Road,NULL,901-555-0154,2013-07-29
19555,AW00018920,NULL,Jonathan,NULL,Young,1978-11-16,S,M,jonathan47@adventure-works.com,Partial College,Skilled Manual,2372 Cardinet Dr.,NULL,192-555-0178,2014-01-18
19554,AW00018919,NULL,Eduardo,J,Hernandez,1979-05-17,S,M,eduardo26@adventure-works.com,Partial College,Skilled Manual,5778 Mt Tri-state Court,NULL,961-555-0194,2013-03-14
19553,AW00018918,NULL,Jacqueline,NULL,Ross,1979-06-25,M,F,jacqueline4@adventure-works.com,Partial College,Skilled Manual,2927 Woodside Court,NULL,572-555-0180,2013-08-18
19552,AW00018917,NULL,Jonathan,E,Nelson,1979-09-08,M,M,jonathan38@adventure-works.com,High School,Skilled Manual,8150 Ryan Rd.,NULL,173-555-0187,2013-09-20
19551,AW00018916,NULL,Christian,B,Moore,1979-08-03,S,M,christian41@adventure-works.com,High School,Skilled Manual,802 Leonard Ct,NULL,858-555-0139,2013-09-04
19550,AW00018915,NULL,Sydney,NULL,Gonzalez,1980-07-04,M,F,sydney58@adventure-works.com,High School,Skilled Manual,6474 Helen Ave.,NULL,131-555-0112,2013-08-02
19549,AW00018914,NULL,Felicia,L,Ruiz,1981-01-12,S,F,felicia2@adventure-works.com,High School,Skilled Manual,7538 Adobe Dr,NULL,536-555-0198,2013-12-12
19548,AW00018913,NULL,Jesse,NULL,Stewart,1981-05-06,M,M,jesse26@adventure-works.com,High School,Skilled Manual,6938 Harbor View Dr.,NULL,119-555-0123,2013-10-05
19547,AW00018912,NULL,Tyler,NULL,Williams,1981-04-15,M,M,tyler6@adventure-works.com,High School,Skilled Manual,6361 Appalachia Dr.,NULL,451-555-0115,2013-06-07
19546,AW00018911,NULL,Elijah,NULL,McDonald,1980-12-19,S,M,elijah47@adventure-works.com,High School,Skilled Manual,7333 Alderwood Lane,NULL,145-555-0139,2013-11-22
19545,AW00018910,NULL,Marco,NULL,Perez,1981-04-26,S,M,marco20@adventure-works.com,Partial College,Skilled Manual,4144 Tahoe Place,NULL,368-555-0196,2013-11-11
19544,AW00018909,NULL,Jodi,A,Chavez,1960-12-10,S,F,jodi15@adventure-works.com,Partial College,Skilled Manual,9189 Shady Ln.,NULL,1 (11) 500 555-0192,2011-07-03
19543,AW00018908,NULL,Krystal,NULL,Sun,1960-02-14,S,F,krystal13@adventure-works.com,Partial College,Skilled Manual,1378 California St.,NULL,1 (11) 500 555-0120,2011-07-26
19542,AW00018907,NULL,Priscilla,NULL,Nara,1957-11-15,M,F,priscilla15@adventure-works.com,High School,Skilled Manual,6929 Citrus Ave.,NULL,1 (11) 500 555-0118,2011-07-21
19541,AW00018906,NULL,Adrienne,NULL,Gutierrez,1957-10-11,S,F,adrienne7@adventure-works.com,High School,Skilled Manual,8857 Sunshine,NULL,1 (11) 500 555-0110,2011-07-03
